year,region,province,city,position,candidate_name,party,votes
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","RAMA, DJINGO",LP,10849
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","CABALIT, CHARLES",PDP,9776
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","CONCON, NATO",LP,9280
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","REAL, ALLAN",NUP,8781
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","POLINAR, AGALON",LP,8553
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","MACALANDAG, EDUARDO",NPC,8353
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","GAVIOLA, BRYAN",LP,8071
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","CACHO, JONAS",LP,7770
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","VITORILLO, MIMI",NUP,7478
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","ENERIO, JOHNNY",NUP,7322
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BUMA-AT, PILO",LP,6856
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","KAPIRIG, EDGAR",IND,6703
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","GATAL, GREGGY",LP,6634
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","LUMAYAG, GIBYRLU",LP,6037
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","OLARIO, GEORGE",NPC,5809
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","GAMBUTA, MARTIN",IND,1091
2013,region-7,bohol,tagbilaran-city,"MEMBER, SANGGUNIANG PANLUNGSOD","BOLANIO, PEDRO",IND,698
2013,region-7,bohol,talibon,MAYOR,"AUXTERO, TOTING",LP,14046
2013,region-7,bohol,talibon,MAYOR,"EVANGELISTA, CARLITO SR.",NPC,8912
2013,region-7,bohol,talibon,VICE-MAYOR,"QUIMSON, EPIFANIO",IND,13745
2013,region-7,bohol,talibon,VICE-MAYOR,"AURESTILA, BERONG",LP,9012
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","PALANGE, NONO",LP,12702
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","EVANGELISTA, CONIE",LP,12639
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","LOMA, RICHARD",NPC,12472
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","EVANGELISTA, DAVE",LP,12387
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","VALMORIA, NOMIE",LP,12172
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","TANEO, JERALD",NPC,10461
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","DULANG, TOTO",LP,9731
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","GALARSE, TOTO YOUNG",LP,9402
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","AUZA, BATITING",LP,9381
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","CORNELIO, THOMAS",LP,9101
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","CREDO, AVELEO",NPC,6279
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","AVENIDO, ANTONIO",NPC,5784
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","AUXTERO, GODELIO",NPC,4768
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","NGOBOC, FLORITO",NPC,3899
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","BOISER, MON",IND,1591
2013,region-7,bohol,talibon,"MEMBER, SANGGUNIANG BAYAN","DOMINGO, EUGENIO",IND,1400
2013,region-7,bohol,trinidad,MAYOR,"CAJES, JUDITH",LP,7125
2013,region-7,bohol,trinidad,MAYOR,"GARCIA, CONIE",NPC,4416
2013,region-7,bohol,trinidad,VICE-MAYOR,"GONZALES, FRANK",LP,6632
2013,region-7,bohol,trinidad,VICE-MAYOR,"FLORES, JUN",NPC,4526
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","GARCIA, MANUEL",LP,6349
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","ERIO, FERNANDO",LP,6246
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","AVENIDO, AGA",LP,5965
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","AUXILIO, ORLANDO",LP,5837
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","OTARA, PABLO",LP,5824
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","DELLOSA, TANTING",LP,5805
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","AUTENTICO, MARLON",NPC,5284
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","MOLOS, PABLO",LP,5237
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","IBA-OC, ESTEBAN",LP,4880
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","FLOR, JUN",NPC,4602
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","FERNANDEZ, ROMAN",NPC,4396
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","CAJES, BHADS",NPC,4362
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","GONZALES, FIORECER SR.",NPC,4111
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","NUERA, PEDY",NPC,4093
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","CABERTE, BOYAX",NPC,3779
2013,region-7,bohol,trinidad,"MEMBER, SANGGUNIANG BAYAN","SUBRIO, HELIO",NPC,3572
2013,region-7,bohol,tubigon,MAYOR,"AMILA, MARLON",NPC,10769
2013,region-7,bohol,tubigon,MAYOR,"JAO, WILLIAM",LP,10538
2013,region-7,bohol,tubigon,VICE-MAYOR,"FORTICH, BILLY",LP,16820
2013,region-7,bohol,tubigon,VICE-MAYOR,"SOMOSOT, JOEL",UNA,2295
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","FLORES, EVER",NPC,12236
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","VILLABER, RENE",LP,11600
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","CONCHA, SUSAN ESPERA",LP,11578
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","FUENTES, PAT",LP,10650
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","MASCARIÑAS, NESTOY",LP,10599
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","MUGA, TEODORICO",LP,10010
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","RESERVA, JAIME",NPC,9917
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","BERGADO, CHENG",LP,9782
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","CABANGBANG, REINERIO",NPC,9705
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","COSGAFA, PLOY",LP,9676
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","BAURA, SALUSTIANO II",LP,8355
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","ISRAEL, ROSARIO",IND,7548
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","REQUILLO, RODULFO",NPC,5486
2013,region-7,bohol,tubigon,"MEMBER, SANGGUNIANG BAYAN","CAMBALON, JULIUS",IND,4279
2013,region-7,bohol,ubay,MAYOR,"ATUP, GALIE",LP,13847
2013,region-7,bohol,ubay,MAYOR,"REYES, CONSTANTINO",NPC,12594
2013,region-7,bohol,ubay,MAYOR,"MENDEZ, DANNIE",NP,2182
2013,region-7,bohol,ubay,VICE-MAYOR,"UY, NELSON",LP,14792
2013,region-7,bohol,ubay,VICE-MAYOR,"BERNALES, EUTIQUIO SR.",NPC,12533
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","TANJAY, EFREN",NPC,14234
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","ATUEL, CONSTANCIO",NPC,13884
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","ALESNA, CLARA",LP,13109
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","BESAS, IC",NPC,12461
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","BONGHANOY, VICTOR",NPC,11824
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","ATUPAN, SABINIANO",NPC,11433
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","ABAD, ALLAN",LP,11274
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","BACOLOD, EUSTAQUIO",LP,11081
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","BOYLES, DODO",LP,10408
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","BOISER, JULIUS",LP,8481
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","BOYLES, CORNELIUS",NPC,8428
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","MENDEZ, RUDY",LP,7286
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","PALMERO, BB",LP,7126
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","RANARA, MARILYN",NPC,6503
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","VILLANUEVA, D PARTY",LP,5907
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","TIROL, AMMON",NPC,5071
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","ARRO, CESAR",IND,4298
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","PEREZ, EYANG",IND,4098
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","CALIPUSAN, ROLANDO",IND,2245
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","REYES, ROSITA",IND,2166
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","BENTULAN, AL",IND,2072
2013,region-7,bohol,ubay,"MEMBER, SANGGUNIANG BAYAN","MARGATE, ARTEM",IND,1547
2013,region-7,bohol,valencia,MAYOR,"LIM, MARIA KATRINA",LP,3741
2013,region-7,bohol,valencia,MAYOR,"GAMALO, BEN",UNA,2850
2013,region-7,bohol,valencia,VICE-MAYOR,"BUSLON, JORGE",LP,3616
2013,region-7,bohol,valencia,VICE-MAYOR,"DANGO, ISIDRO",UNA,2658
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","LIM, VICTORIA",LP,3966
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","ABELLANA, LILIA",LP,3618
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","NAMOC, ARMAN",IND,3428
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","COMETA, ARISTOTLE",IND,3199
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","GARCIA, CALIXTO",LP,3034
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","BALITE, ENRIQUE",IND,2847
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","CAGATIN, RITO",LP,2819
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","DAJANG, DANIELO",LP,2816
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","PALACA, RUFINO",LP,2649
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","TAGAAN, RODRIGO",LP,2562
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","CAGULADA, RAMMEL",IND,2460
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","LIM, LEAH",IND,2317
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","TAGA-AN, GERVACIO",LP,2016
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","GAMOS, ETCHING",IND,1913
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","ADECER, ARTURO",IND,1732
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","SALES, ROMY",IND,1661
2013,region-7,bohol,valencia,"MEMBER, SANGGUNIANG BAYAN","PALACA, RUDY",IND,1520
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","DAAN, TEBAN",1 CEBU,152611
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","ALCOSEBA, YAYOY",LP,69502
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","RESTAURO, SERRIE",NP,66784
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","CALDERON, PETER JOHN",LP,82603
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","BARICUATRO, DONG",LP,53375
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","KINTANAR, CARY",NUP,50257
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","CELIS, DADAY",NUP,30735
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","BINGHAY, ALEX",1 CEBU,94774
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","SANCHEZ, GIGI",LP,76912
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","ZAMBO, IAN",1 CEBU,73176
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","YU, TOMMY",IND,4629
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","SHIMURA, SUN",NUP,89835
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","MONDIGO, BENJUN",NUP,87260
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","LUCHE, RHAPPY",LP,40005
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","LAYON, JOE",LP,36118
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","ARREGLO, CHITO",IND,5694
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","MAGPALE, MIGS",BAKUD,95616
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","SYBICO, JUDE DURANO",BAKUD,94155
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","DURANO, MONCHING",1 CEBU,63073
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","BATIQUIN, BEN",1 CEBU,30209
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","OUANO, TEDDY",LP,112661
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","SITOY, ARLEIGH",LP,80161
2013,region-7,cebu,,"MEMBER, SANGGUNIANG PANLALAWIGAN","CABAHUG, ELMER",UNA,71891
2013,region-7,cebu,alcantara,MAYOR,"CAÑETE, FREDO",IND,4339
2013,region-7,cebu,alcantara,MAYOR,"BARINO, PRUDENCIO JR.",1 CEBU,3443
2013,region-7,cebu,alcantara,VICE-MAYOR,"CABURNAY, BEATRIZ",1 CEBU,4221
2013,region-7,cebu,alcantara,VICE-MAYOR,"TABANAO, GODOFREDO",IND,3421
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","LASTIMOSO, FRITZ",1 CEBU,5205
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","LAMBO, LITOY",IND,4805
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","LOBITAÑA, BENLO",1 CEBU,4367
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","MARCELLANA, SERWIN",IND,3598
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","LLENOS, LARRY",IND,3593
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","TAPALES, PEDPAB",IND,3449
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","BASILISCO, MARGARITO",1 CEBU,3413
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","FERRAREN, FELIX",1 CEBU,3168
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","ISUGAN, BENY",IND,2936
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","NASIBOG, AQUIM",1 CEBU,2751
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","LAMOSAO, BALGAME",1 CEBU,2527
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","IROJO, EDGAR",1 CEBU,2488
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","SARMIENTO, JUDGE",1 CEBU,2457
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","SABELLO, CHARLIE",IND,2245
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","YOSORES, DEDOK",IND,2205
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","LAPUS, MEDDIE",IND,1761
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","UGBINAR, ROMEO",IND,1390
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","MONTECILLO, BOYET",IND,855
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","ALVAREZ, JICKIE",IND,586
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","PULGO, VICTORIO JR.",IND,474
2013,region-7,cebu,alcantara,"MEMBER, SANGGUNIANG BAYAN","VILLANUEVA, WALDIMAR",IND,258
2013,region-7,cebu,alcoy,MAYOR,"DE LOS SANTOS, NICK",1 CEBU,4451
2013,region-7,cebu,alcoy,MAYOR,"DE LOS SANTOS, OMPONG",IND,2048
2013,region-7,cebu,alcoy,VICE-MAYOR,"SESTOSO, MICHAEL",1 CEBU,5068
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","ABAJON, JIMMY",1 CEBU,4782
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","ABAJON, JONATHAN",1 CEBU,4425
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","PLANDO, NEIL",1 CEBU,3821
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","NIERE, PEDRO",1 CEBU,3339
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","DURAN, EFREN SR.",IND,3309
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","CARUNGAY, ROY",1 CEBU,3102
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","FUENTES, JUN F",IND,3090
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","GONZALES, RICHARD",1 CEBU,2994
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","DE LOS SANTOS, ROMEL",NUP,2641
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","MOSQUEDA, RUBY",IND,2623
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","SESTOSO, KADONG",1 CEBU,2191
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","KONG, ELIZABETH",IND,1743
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","SUERTE, PATRICIO",IND,1695
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","DE LOS SANTOS, RUDY",1 CEBU,1632
2013,region-7,cebu,alcoy,"MEMBER, SANGGUNIANG BAYAN","MATE, RENE",IND,775
2013,region-7,cebu,alegria,MAYOR,"MAGALLON, VERNA",LP,6212
2013,region-7,cebu,alegria,MAYOR,"GUISADIO, RAUL",1 CEBU,5860
2013,region-7,cebu,alegria,VICE-MAYOR,"RODRIGUEZ, MARCIAL JR",1 CEBU,5920
2013,region-7,cebu,alegria,VICE-MAYOR,"REDULA, JOSEPH",LP,5552
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","ALOCILLO, NEMIA",1 CEBU,5747
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","CUEVAS, ARNOLD",1 CEBU,5420
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","GUISADIO, EMELITA",1 CEBU,5393
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","DONAYRE, LETICIA",1 CEBU,5393
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","CARREON, RUSSEL",LP,5246
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","VILLANEZA, ALEJANDRO",1 CEBU,5217
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","LERIO, DIOSDADO",1 CEBU,5076
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","CABAÑERO, EMELIO",LP,5067
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","HOMECILLO, DIOSCORO",1 CEBU,4972
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","BAGUIA, GLICERIO",LP,4927
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","NASTOR, ANESIA",LP,4633
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","LENIZO, CELSO JR.",LP,4470
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","LINDIO, OLING",LP,4423
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","VILLORDON, FRANCISCO",IND,4240
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","MONTEMAYOR, MARIETA",LP,4204
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","LETIGIO, FERNANDO",LP,4024
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","ALLER, RAYMUND",IND,1597
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","BAYLOSIS, NENA",IND,357
2013,region-7,cebu,alegria,"MEMBER, SANGGUNIANG BAYAN","BAJO, ANITO",IND,226
2013,region-7,cebu,aloguinsan,MAYOR,"MORENO, CYNTHIA",1 CEBU,9875
2013,region-7,cebu,aloguinsan,MAYOR,"RIPDOS, MALOU",LP,3669
2013,region-7,cebu,aloguinsan,VICE-MAYOR,"MORENO, AUGUSTUS",1 CEBU,8961
2013,region-7,cebu,aloguinsan,VICE-MAYOR,"MARGALLO, DANNY",LP,3954
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","BITON, MARIOLITO",1 CEBU,7218
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","GACANG, CLAUDIO",1 CEBU,6995
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","SECUYA, ERNESTO",1 CEBU,6330
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","NIEVES, JOFFEYLITO",1 CEBU,6262
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","CONCON, JOSEPHINE",1 CEBU,6032
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","LAÑA, RICARDO JR.",1 CEBU,6004
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","MANIGOS, NACIANZINO",1 CEBU,4867
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","CELIS, EMILIA LUZ",1 CEBU,4462
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","CHUA, LITO",LP,4452
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","MANIGOS, PRINO",LP,3492
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","CERNA, DELBETH",IND,3336
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","NIEVES, CATALINO",LP,2645
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","GEORSUA, FELIMON JR.",LP,2587
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","MANGUILIMOTAN, RAMIL",LP,2450
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","CUIZON, MANUEL",LP,1771
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","OBERES, DHINS",LP,1690
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","LUAGUE, DADY",LP,1489
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","MANGUILIMOTAN, TUTING",IND,1335
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","GEORSUA, NARCISO IRENEO",IND,709
2013,region-7,cebu,aloguinsan,"MEMBER, SANGGUNIANG BAYAN","WASAWAS, EKMOT",IND,206
2013,region-7,cebu,argao,MAYOR,"GALEOS, EDSEL",LP,26748
2013,region-7,cebu,argao,VICE-MAYOR,"CAMINERO, DOK",LP,22425
2013,region-7,cebu,argao,VICE-MAYOR,"LANTICSE, AL",1 CEBU,5992
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","SESALDO, ALLAN",LP,21329
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","FLORES, JESSA",IND,19897
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","ALBERO, KUYA-MEDICS",LP,17366
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","ALMIRANTE, BOOTSIE",LP,15661
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","LUCERO, MARIGLEN",IND,15574
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","VILLAMORA, ROBERTO SR.",LP,15372
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","GEALON, REY",LP,14812
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","VILLACORA, JOVANNI",LP,14498
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","CAMINERO, GUILLERMO JR.",LP,13947
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","MENDEZ-MULLER, ROSA GENE",LP,12006
2013,region-7,cebu,argao,"MEMBER, SANGGUNIANG BAYAN","CANADA, PRUDENCIO",IND,5761
